País,ID Candidato,Género,Carrera Gestional,Avance,Semestres Totales,Postulados Si/No,Evaluados Si/No,Altamente Recomendado,Operaciones-Calidad,MTTO-DIMA,Comercial-Planeamiento,DIGI-SC,Resto-Soft,Apto/No Apto,Destacado Pym,Ingles,Apto,Destacado,Ingresados Si/No
México,,M,Ing. Mecatrónica/Electrónica,,,,,,,,,,,,,,,,
México,,F,Ing. Biotecnología,,,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,,,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Apto,,,,,
México,,M,Ing. Mecánica,9,10,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,,,,,
México,,M,Ing. Mecánica,9,10,Si,Si,,Highly Recommend,Do Not Recommend,Do Not Recommend,Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Highly Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Apto,Destacado,,,,
México,,M,Ing. Mecánica,10,12,Si,Si,,Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,Recommend,Apto,Destacado,,Apto,,
México,,M,Ing. Mecánica,9,10,Si,Si,,,,,,,,,,,,
México,,F,Ing. Mecánica,7,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,M,Ing. Mecánica,9,10,Si,Si,,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,Apto,Si,Si
México,,M,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Highly Recommend,Recommend,Recommend,Recommend,Do Not Recommend,Apto,Destacado,,Apto,Si,
México,,M,Ing. Administración de Sistemas,9,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Recommend,Apto,Destacado,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Do Not Recommend,Do Not Recommend,Highly Recommend,Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Mecánica,11,10,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,,,,,
México,,F,Negocios Internacionales,5,8,,,,,,,,,,,,,,
México,,M,Tecnologías Computacionales,5,8,,,,,,,,,,,,,,
México,,F,Mercadotecnia,5,8,,,,,,,,,,,,,,
México,,F,Ing. Industrial,5,8,,,,,,,,,,,,,,
México,,F,Negocios Internacionales,5,8,Si,Si,,Highly Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,Apto,Si,Si
México,,M,Ing. Industrial,6,9,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Highly Recommend,Apto,,,,,
México,,M,Negocios Internacionales,5,8,Si,Si,,Do Not Recommend,Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,F,Ing. Industrial,7,8,,,,,,,,,,,,,,
México,,M,Ing. Industrial,7,12,,,,,,,,,,,,,,
México,,F,Ing. Industrial,7,8,,,,,,,,,,,,,,
México,,M,Ing. Industrial,7,8,,,,,,,,,,,,,,
México,,M,Ing. Industrial,7,8,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,F,Negocios Internacionales,5,8,Si,Si,,Highly Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Apto,Destacado,,,,
México,,F,Negocios Internacionales,5,8,Si,Si,,Highly Recommend,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Administración,5,8,,,,,,,,,,,,,,
México,,M,Negocios Internacionales,5,8,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Apto,,,Apto,,Si
México,,M,Ing. Industrial,7,8,,,,,,,,,,,,,,
México,,M,Negocios Internacionales,7,8,,,,,,,,,,,,,,
México,,M,Negocios Internacionales,5,8,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,F,Negocios Internacionales,5,8,,,,,,,,,,,,,,
México,,M,Ing. Industrial,7,10,,,,,,,,,,,,,,
México,,M,Ing. Industrial,8,8,,,,,,,,,,,,,,
México,,F,Administración,5,8,,,,,,,,,,,,,,
México,,M,Ing. Industrial,5,8,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,F,Negocios Internacionales,7,8,,,,,,,,,,,,,,
México,,M,Ing. Desarrollo de Software,7,8,,,,,,,,,,,,,,
México,,F,Ing. Industrial,6,8,Si,,,,,,,,,,,,,
México,,M,Negocios Internacionales,5,8,Si,Si,,Do Not Recommend,Highly Recommend,Do Not Recommend,Recommend,Recommend,Apto,Destacado,,,,
México,,M,Ing. Industrial,5,8,,,,,,,,,,,,,,
México,,F,Ing. Industrial,6,8,,,,,,,,,,,,,,
México,,M,Administración,5,8,,,,,,,,,,,,,,
México,,M,Ing. Industrial,5,8,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Recommend,Recommend,Apto,,,,,
México,,F,Administración,5,8,Si,,,,,,,,,,,,,
México,,F,Administración,5,8,Si,Si,,,,,,,,,,,,
México,,F,Administración,6,8,,,,,,,,,,,,,,
México,,M,Administración,5,8,Si,Si,,,,,,,,,,,,
México,,M,Ing. Industrial,5,8,,,,,,,,,,,,,,
México,,F,Negocios Internacionales,5,9,,,,,,,,,,,,,,
México,,M,Administración,6,8,,,,,,,,,,,,,,
México,,F,Negocios Internacionales,5,8,Si,Si,,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,Apto,Si,Si
México,,M,Ing. Industrial,5,8,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,F,Mercadotecnia,5,8,,,,,,,,,,,,,,
México,,M,Ing. Industrial,5,8,Si,Si,,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,Apto,Si,Si
México,,M,Administración,5,8,,,,,,,,,,,,,,
México,,M,Ing. Industrial,7,8,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,M,Ing. Industrial,5,8,Si,Si,,Do Not Recommend,Do Not Recommend,Recommend,Do Not Recommend,Recommend,Apto,,,,,
México,,M,Mercadotecnia,5,8,,,,,,,,,,,,,,
México,,M,Negocios Internacionales,6,8,Si,,,,,,,,,,,,,
México,,F,Negocios Internacionales,5,8,Si,Si,,Do Not Recommend,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,Apto,,,,,
México,,F,Negocios Internacionales,5,8,Si,Si,,Recommend,Do Not Recommend,Do Not Recommend,Recommend,Recommend,Apto,,,,,
México,,F,Negocios Internacionales,5,8,,,,,,,,,,,,,,
México,,F,Ing. Industrial,7,12,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,8,10,Si,Si,,Highly Recommend,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Administración,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Negocios Internacionales,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Civil,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Industrial,Egresado,Egresado,,,,,,,,,,,,,,
México,,F,Ing. Diseño Automotriz,Egresado,Egresado,,,,,,,,,,,,,,
México,,F,Administración,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,Egresado,Egresado,,,,,,,,,,,,,,
México,,F,Ing. Química,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Civil,,,,,,,,,,,,,,,,
México,,M,Ing. Química,,,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,,,,,,,,,,,,,,,,
México,,F,Ing. Nanotecnología,,,,,,,,,,,,,,,,
México,,M,Ing. Industrial,,,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,,,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,,,,,,,,,,,,,,,,
México,,F,Ing. Nanotecnología,,,,,,,,,,,,,,,,
México,,F,Ing. Energía,,,,,,,,,,,,,,,,
México,,F,Ing. Industrial,,,,,,,,,,,,,,,,
México,,F,Negocios Internacionales,,,,,,,,,,,,,,,,
México,,M,Ing. Nanotecnología,,,,,,,,,,,,,,,,
México,,M,Ing. Química,,,,,,,,,,,,,,,,
México,,M,Negocios Internacionales,,,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,,,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,,,,,,,,,,,,,,,,
México,,M,Ing. Industrial,,,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,,,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,,,,,,,,,,,,,,,,
México,,F,Ing. Industrial,,,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,,,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,,,,,,,,,,,,,,,,
México,,M,Ing. Nanotecnología,,,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,,,,,,,,,,,,,,,,
México,,M,Tecnologías Computacionales,,,,,,,,,,,,,,,,
México,,M,Ing. Industrial,,,,,,,,,,,,,,,,
México,,F,Ing. Química,,,,,,,,,,,,,,,,
México,,F,Psicología,,,,,,,,,,,,,,,,
México,,F,Actuaría,,,,,,,,,,,,,,,,
México,,F,Ing. Nanotecnología,,,,,,,,,,,,,,,,
México,,F,Psicología,,,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,,,,,,,,,,,,,,,,
México,,M,Ing. Ambiental,,,,,,,,,,,,,,,,
México,,M,Economía/Finanzas,,,,,,,,,,,,,,,,
México,,F,Ing. Ambiental,,,,,,,,,,,,,,,,
México,,F,Relaciones Internacionales,,,,,,,,,,,,,,,,
México,,F,Ing. Nanotecnología,,,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,,,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,,,,,,,,,,,,,,,,
México,,M,Negocios Internacionales,,,,,,,,,,,,,,,,
México,,F,Ing. Química,,,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,,,,,,,,,,,,,,,,
México,,F,Ing. Química,9,10,,,,,,,,,,,,,,
México,,M,Ing. Química,9,10,Si,Si,,Highly Recommend,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Química,9,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Highly Recommend,Apto,,,,,
México,,F,Ing. Industrial,10,10,,,,,,,,,,,,,,
México,,M,Ing. Química,8,10,,,,,,,,,,,,,,
México,,M,Ing. Industrial,9,10,,,,,,,,,,,,,,
México,,F,Ing. Química,9,10,,,,,,,,,,,,,,
México,,F,Ing. Ambiental,9,11,,,,,,,,,,,,,,
México,,M,Ing. Química,7,11,,,,,,,,,,,,,,
México,,M,Ing. Química,9,10,,,,,,,,,,,,,,
México,,F,Ing. Química,10,10,,,,,,,,,,,,,,
México,,M,Ing. Química,8,10,,,,,,,,,,,,,,
México,,M,Ing. Química,9,11,Si,Si,,Recommend,Highly Recommend,Highly Recommend,Recommend,Do Not Recommend,Apto,Destacado,,Apto,,
México,,M,Ing. Química,11,11,,,,,,,,,,,,,,
México,,M,Ing. Química,9,10,,,,,,,,,,,,,,
México,,M,Ing. Química,11,11,,,,,,,,,,,,,,
México,,F,Ing. Química,9,10,,,,,,,,,,,,,,
México,,F,Ing. Química,7,8,,,,,,,,,,,,,,
México,,F,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,,M,Ing. Química,8,10,Si,Si,,Recommend,Highly Recommend,Recommend,Do Not Recommend,Highly Recommend,Apto,Destacado,,,,
México,,F,Ing. Industrial,7,10,,,,,,,,,,,,,,
México,,F,Ing. Química,9,10,Si,Si,,,,,,,,,,,,
México,,F,Ing. Industrial,10,10,,,,,,,,,,,,,,
México,,M,Ing. Química,10,10,,,,,,,,,,,,,,
México,,F,Ing. Química,8,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,M,Ing. Química,9,10,,,,,,,,,,,,,,
México,,M,Ing. Industrial,5,10,Si,Si,,Highly Recommend,Recommend,Do Not Recommend,Highly Recommend,Recommend,Apto,Destacado,,,,
México,,M,Ing. Industrial,7,10,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Apto,,,,,
México,,M,Ing. Industrial,7,10,,,,,,,,,,,,,,
México,,F,Ing. Ambiental,9,11,,,,,,,,,,,,,,
México,,M,Ing. Química,7,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Highly Recommend,Apto,Destacado,,,,
México,,F,Ing. Química,9,10,,,,,,,,,,,,,,
México,,F,Ing. Química,9,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,F,Ing. Química,9,10,,,,,,,,,,,,,,
México,,M,Ing. Química,9,10,,,,,,,,,,,,,,
México,,F,Ing. Industrial,7,10,,,,,,,,,,,,,,
México,,F,Ing. Industrial,6,9,,,,,,,,,,,,,,
México,,M,Ing. Industrial,7,10,,,,,,,,,,,,,,
México,,F,Ing. Química,8,10,,,,,,,,,,,,,,
México,,F,Ing. Química,9,10,,,,,,,,,,,,,,
México,,F,Ing. Química,9,10,,,,,,,,,,,,,,
México,,M,Ing. Industrial,10,10,,,,,,,,,,,,,,
México,,F,Ing. Industrial,9,10,,,,,,,,,,,,,,
México,,M,Ing. Química,9,11,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Apto,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,9,,,,,,,,,,,,,,
México,,M,Ing. Química,9,9,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,9,,,,,,,,,,,,,,
México,,M,Ing. Innovación y Desarrollo,9,9,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,9,,,,,,,,,,,,,,
México,,F,Ing. Mecatrónica/Electrónica,6,9,,,,,,,,,,,,,,
México,,F,Ing. Mecatrónica/Electrónica,6,9,,,,,,,,,,,,,,
México,,M,Ing. Innovación y Desarrollo,6,9,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,6,9,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,7,9,Si,Si,,Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,Apto,Destacado,,Apto,,
México,,M,Ing. Mecatrónica/Electrónica,7,9,Si,Si,,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,,,,,
México,,F,Ing. Mecatrónica/Electrónica,6,9,,,,,,,,,,,,,,
México,,F,Administración,8,9,,,,,,,,,,,,,,
México,,M,Ing. Química,7,9,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,3,9,,,,,,,,,,,,,,
México,,M,Administración,6,9,,,,,,,,,,,,,,
México,,F,Ing. Química,6,9,Si,Si,,Do Not Recommend,Recommend,Recommend,Highly Recommend,Highly Recommend,Apto,Destacado,,Apto,,
México,,M,Ing. Química,7,9,,,,,,,,,,,,,,
México,,M,Ing. Química,9,9,Si,Si,,Do Not Recommend,Recommend,Highly Recommend,Recommend,Do Not Recommend,Apto,Destacado,,Apto,,
México,,M,Ing. Mecatrónica/Electrónica,6,9,Si,Si,,Highly Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,Apto,Si,Si
México,,F,Contabilidad,,,,,,,,,,,,,,,,
México,,F,Contabilidad,,,,,,,,,,,,,,,,
México,,M,Contabilidad,,,,,,,,,,,,,,,,
México,,F,Contabilidad,,,,,,,,,,,,,,,,
México,,F,Contabilidad,,,,,,,,,,,,,,,,
México,,M,Contabilidad,,,,,,,,,,,,,,,,
México,,F,Contabilidad,,,,,,,,,,,,,,,,
México,,F,Contabilidad,,,,,,,,,,,,,,,,
México,,F,Contabilidad,,,,,,,,,,,,,,,,
México,,M,Contabilidad,,,,,,,,,,,,,,,,
México,,M,Contabilidad,,,,,,,,,,,,,,,,
México,,M,Contabilidad,,,,,,,,,,,,,,,,
México,,M,Contabilidad,,,,,,,,,,,,,,,,
México,,M,Contabilidad,,,Si,Si,,,,,,,,,,,,
México,,M,Contabilidad,,,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Apto,,,,,
México,,M,Contabilidad,,,,,,,,,,,,,,,,
México,,F,Contabilidad,,,,,,,,,,,,,,,,
México,,F,Contabilidad,,,,,,,,,,,,,,,,
México,,M,Contabilidad,,,,,,,,,,,,,,,,
México,,M,Contabilidad,,,,,,,,,,,,,,,,
México,,M,Contabilidad,,,,,,,,,,,,,,,,
México,,M,Contabilidad,,,,,,,,,,,,,,,,
México,,M,Contabilidad,,,,,,,,,,,,,,,,
México,,M,Contabilidad,,,Si,Si,,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Contabilidad,,,,,,,,,,,,,,,,
México,,F,Contabilidad,,,,,,,,,,,,,,,,
México,,F,Contabilidad,,,,,,,,,,,,,,,,
México,,F,Administración,8,9,,,,,,,,,,,,,,
México,,M,Ing. Mecánica Administrador/Eléctrica,Egresado,Egresado,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial ,8,9,Si,Si,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Recommend,Apto,,,,,
México,,M,Ing. Mecatrónica/Electrónica,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Mecánica Administrador/Eléctrica,11,11,,,,,,,,,,,,,,
México,,F,Ing. Mecánica Administrador/Eléctrica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Materiales,10,10,Si,Si,,Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Highly Recommend,Do Not Recommend,Do Not Recommend,Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Mecatrónica/Electrónica,11,12 o más,,,,,,,,,,,,,,
México,,M,Maestría en Ciencias en Metalurgia,4,Egresado,,,,,,,,,,,,,,
México,,F,Ing. Mecánica Administrador/Eléctrica,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ingeniería en Gestión Empresarial,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica Administrador/Eléctrica,9,10,Si,Si,,,,,,,,,,,,
México,,F,Administración,8,9,Si,Si,,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Mecánica,9,10,Si,Si,,Do Not Recommend,Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Mecánica Administrador/Eléctrica,9,10,Si,Si,,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Maestría en Ciencias en Metalurgia,5,8,,,,,,,,,,,,,,
México,,M,Ing. Materiales,10,8,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,F,Ing. en Gestión Empresarial,8,8,,,,,,,,,,,,,,
México,,M,Ing. Mecánica Administrador/Eléctrica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica Administrador/Eléctrica,10,11,,,,,,,,,,,,,,
México,,F,Administración,8,9,,,,,,,,,,,,,,
México,,M,Ing. Mecánica Administrador/Eléctrica,9,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Apto,,,,,
México,,F,Ing. Eléctrica,9,10,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,,,,,
México,,F,Ing. Materiales,9,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Mecánica Administrador/Eléctrica,Egresado,Egresado,,,,,,,,,,,,,,
México,,F,Ing. Mecatrónica/Electrónica,11,12,,,,,,,,,,,,,,
México,,F,Ingeniería en gestión empresarial ,11,9,,,,,,,,,,,,,,
México,,M,Ing. Mecánica Administrador/Eléctrica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Materiales,11,12,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,Egresado,Egresado,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,7,9,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,9,,,,,,,,,,,,,,
México,,F,Ing. Robótica y Sistemas Digitales,9,9,,,,,,,,,,,,,,
México,,M,Administración,7,10,,,,,,,,,,,,,,
México,,M,Ing. Industrial,7,10,,,,,,,,,,,,,,
México,,F,Derecho/Ciencias Políticas,9,9,,,,,,,,,,,,,,
México,,F,Derecho/Ciencias Políticas,7,10,,,,,,,,,,,,,,
México,,F,Negocios Internacionales,7,10,,,,,,,,,,,,,,
México,,M,Ing. Innovación Sustentable y Energía,10,10,,,,,,,,,,,,,,
México,,M,Tecnologías Computacionales,5,9,,,,,,,,,,,,,,
México,,M,Lic. Creación e Innovacion Empresarial,Egresado,Egresado,,,,,,,,,,,,,,
México,,F,Derecho/Ciencias Políticas,7,9,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,,,,,
México,,M,Derecho/Ciencias Políticas,7,10,,,,,,,,,,,,,,
México,,F,Negocios Internacionales,5,10,,,,,,,,,,,,,,
México,,F,Negocios Internacionales,7,10,,,,,,,,,,,,,,
México,,F,Economía/Finanzas,5,9,Si,Si,,,,,,,,,,,,
México,,M,Ing. Gestión Empresarial,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,7,9,,,,,,,,,,,,,,
México,,M,Ing. Industrial,9,9,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,8,10,,,,,,,,,,,,,,
México,,F,Ingeniería en Innovación Sustentable y Energía,Egresado/a,9,,,,,,,,,,,,,,
México,,M,Ingeniería en Innovación Sustentable y Energía,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Highly Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Gestión Empresarial,9,9,,,,,,,,,,,,,,
México,,M,Ing. Gestión Empresarial,5,9,,,,,,,,,,,,,,
México,,F,Diseño Industrial,9,9,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,7,9,,,,,,,,,,,,,,
México,,F,Ing. Robótica y Sistemas Digitales,9,9,,,,,,,,,,,,,,
México,,F,Ing. Industrial,9,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,9,9,,,,,,,,,,,,,,
México,,F,Ing. Industrial,9,9,,,,,,,,,,,,,,
México,,F,Ingeniero en Innovación Sustentable y Energía,9,9,,,,,,,,,,,,,,
México,,F,Mercadotecnia,7,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,Egresado,Egresado,,,,,,,,,,,,,,
México,,F,Derecho/Ciencias Políticas,5,9,,,,,,,,,,,,,,
México,,M,Ing. Gestión Empresarial,9,10,,,,,,,,,,,,,,
México,,F,Ing. Industrial,7,9,,,,,,,,,,,,,,
México,,F,Derecho/Ciencias Políticas,6,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,9,Si,Si,,Highly Recommend,Recommend,Do Not Recommend,Recommend,Highly Recommend,Apto,Destacado,,Apto,Si,Si
México,,F,Ing. Gestión Empresarial,7,9,Si,Si,,Do Not Recommend,Recommend,Recommend,Highly Recommend,Do Not Recommend,Apto,Destacado,,Apto,Si,Si
México,,M,Administración,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Industrial,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Gestión Empresarial,10,10,,,,,,,,,,,,,,
México,,M,Ing. Industrial,7,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Do Not Recommend,Apto,,,,,
México,,F,Contabilidad,Egresado,Egresado,,,,,,,,,,,,,,
México,,F,Mercadotecnia,9,9,,,,,,,,,,,,,,
México,,F,Derecho/Ciencias Políticas,5,9,Si,Si,,Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Highly Recommend,Apto,Destacado,,Apto,Si,Si
México,,F,Ing. Mecánica,9,9,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,12 o más,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,,,,,
México,,F,Ing. en Tecnologías Computacionales,7,11,,,,,,,,,,,,,,
México,,F,Ing. Industrial,7,11,,,,,,,,,,,,,,
México,,F,Comercio Internacional/Negocios Internacionales,7,Egresado/a,,,,,,,,,,,,,,
México,,F,Ing. Química,7,10,Si,Si,,Highly Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,Apto,Destacado,,,,
México,,M,Ing. Mecatrónica/Electrónica,8,9,Si,Si,,,,,,,,,,,,
México,,M,Derecho/Ciencias Políticas,Egresado/a,Egresado/a,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,Egresado/a,Egresado/a,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,Egresado/a,Egresado/a,,,,,,,,,,,,,,
México,,M,Ing. Química,6,9,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,4,12 o más,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,Egresado/a,Egresado/a,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,Egresado/a,Egresado/a,,,,,,,,,,,,,,
México,,F,Ing. Industrial,7,10,,,,,,,,,,,,,,
México,,F,Ing. Química,6,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,M,Ing. Mecánica,4,Egresado/a,,,,,,,,,,,,,,
México,,F,Mercadotecnia,Egresado/a,Egresado/a,,,,,,,,,,,,,,
México,,F,Comercio Internacional/Negocios Internacionales,4,9,,,,,,,,,,,,,,
México,,M,Ing. Industrial,Egresado/a,Egresado/a,,,,,,,,,,,,,,
México,,M,Contabilidad,Egresado/a,Egresado/a,,,,,,,,,,,,,,
Argentina,,M,Ing. Industrial,,,Si,,,,,,,,,,,,,
Argentina,,F,Ing. Industrial,,,,,,,,,,,,,,,,
